Date,Time,ID,pH,Air Temperature,TDS,Light Intensity,Humidity,EC,Label
20/05/2022,07:46:16 ,ICPKNW,7.4,24,897,557,65,1.794,13
20/05/2022,07:46:20 ,ICPKNW,4.7,28,1414,781,71,2.828,12
20/05/2022,07:46:24 ,ICPKNW,5.9,30,963,521,70,1.926,0
20/05/2022,07:46:28 ,ICPKNW,6.2,32,1095,321,73,2.19,0
20/05/2022,07:46:32 ,ICPKNW,4.7,21,1069,135,12,2.138,4
20/05/2022,07:46:36 ,ICPKNW,4.5,26,719,645,24,1.438,12
20/05/2022,07:46:40 ,ICPKNW,5.6,37,997,954,16,1.994,2
20/05/2022,07:46:44 ,ICPKNW,6.6,35,747,897,12,1.494,13
20/05/2022,07:46:48 ,ICPKNW,6.9,37,416,657,54,0.832,15
20/05/2022,07:46:52 ,ICPKNW,5.2,37,1353,107,22,2.706,4
20/05/2022,07:46:56 ,ICPKNW,7.2,40,1099,193,71,2.198,5
20/05/2022,07:47:00 ,ICPKNW,6.9,29,578,713,65,1.156,15
20/05/2022,07:47:04 ,ICPKNW,6.3,28,1411,717,37,2.822,2
20/05/2022,07:47:08 ,ICPKNW,5.9,38,1487,851,28,2.974,2
20/05/2022,07:47:12 ,ICPKNW,7.7,16,632,707,15,1.264,15
20/05/2022,07:47:16 ,ICPKNW,4,34,167,693,72,0.334,14
20/05/2022,07:47:20 ,ICPKNW,5.1,28,929,625,17,1.858,12
20/05/2022,07:47:24 ,ICPKNW,6,16,562,192,48,1.124,3
20/05/2022,07:47:28 ,ICPKNW,4.5,31,413,170,74,0.826,16
20/05/2022,07:47:32 ,ICPKNW,4.1,32,744,1004,35,1.488,12
20/05/2022,07:47:36 ,ICPKNW,7.8,36,1224,603,72,2.448,13
20/05/2022,07:47:40 ,ICPKNW,4.2,26,1122,377,33,2.244,4
20/05/2022,07:47:44 ,ICPKNW,6.1,40,1278,860,82,2.556,2
20/05/2022,07:47:48 ,ICPKNW,4.5,24,779,393,47,1.558,4
20/05/2022,07:47:52 ,ICPKNW,6.1,26,626,851,41,1.252,11
20/05/2022,07:47:56 ,ICPKNW,6,29,188,122,64,0.376,3
20/05/2022,07:48:00 ,ICPKNW,4.5,33,847,837,36,1.694,12
20/05/2022,07:48:04 ,ICPKNW,7.1,38,971,619,28,1.942,13
20/05/2022,07:48:08 ,ICPKNW,6.3,29,411,158,49,0.822,3
20/05/2022,07:48:12 ,ICPKNW,6.2,21,829,501,23,1.658,0
20/05/2022,07:48:16 ,ICPKNW,4.2,35,996,739,33,1.992,12
20/05/2022,07:48:20 ,ICPKNW,4.2,33,906,8,95,1.812,4
20/05/2022,07:48:24 ,ICPKNW,5.5,39,1098,171,29,2.196,0
20/05/2022,07:48:28 ,ICPKNW,4.7,26,424,939,31,0.848,14
20/05/2022,07:48:32 ,ICPKNW,7.2,38,181,81,77,0.362,17
20/05/2022,07:48:36 ,ICPKNW,4.5,26,397,13,11,0.794,16
20/05/2022,07:48:40 ,ICPKNW,4.4,19,1374,848,12,2.748,12
20/05/2022,07:48:44 ,ICPKNW,5.6,19,344,62,33,0.688,3
20/05/2022,07:48:48 ,ICPKNW,7,26,351,664,97,0.702,15
20/05/2022,07:48:52 ,ICPKNW,7.4,21,648,925,79,1.296,15
20/05/2022,07:48:56 ,ICPKNW,4.6,16,511,995,88,1.022,14
20/05/2022,07:49:00 ,ICPKNW,7,21,335,854,14,0.67,15
20/05/2022,07:49:04 ,ICPKNW,5.9,35,655,889,68,1.31,11
20/05/2022,07:49:08 ,ICPKNW,7.5,23,1434,782,90,2.868,13
20/05/2022,07:49:12 ,ICPKNW,5.5,30,704,933,53,1.408,2
20/05/2022,07:49:16 ,ICPKNW,4.1,21,859,205,24,1.718,4
20/05/2022,07:49:20 ,ICPKNW,7.3,40,594,896,11,1.188,15
20/05/2022,07:49:24 ,ICPKNW,7.1,36,445,731,17,0.89,15
20/05/2022,07:49:28 ,ICPKNW,6.1,30,868,481,18,1.736,0
20/05/2022,07:49:32 ,ICPKNW,5,20,1156,429,42,2.312,4
20/05/2022,07:49:36 ,ICPKNW,6,22,560,68,20,1.12,3
20/05/2022,07:49:40 ,ICPKNW,6.5,31,240,673,84,0.48,11
20/05/2022,07:49:44 ,ICPKNW,5.3,30,231,906,38,0.462,14
20/05/2022,07:49:48 ,ICPKNW,7.5,23,1284,645,51,2.568,13
20/05/2022,07:49:52 ,ICPKNW,7.4,40,792,65,33,1.584,5
20/05/2022,07:49:56 ,ICPKNW,5.1,38,173,333,31,0.346,16
20/05/2022,07:50:00 ,ICPKNW,5.4,17,423,885,85,0.846,14
20/05/2022,07:50:04 ,ICPKNW,7.8,30,247,819,68,0.494,15
20/05/2022,07:50:08 ,ICPKNW,4.9,20,507,991,22,1.014,14
20/05/2022,07:50:12 ,ICPKNW,4.8,21,139,456,10,0.278,16
20/05/2022,07:50:16 ,ICPKNW,4.6,22,960,717,80,1.92,12
20/05/2022,07:50:20 ,ICPKNW,6.3,25,1146,355,99,2.292,0
20/05/2022,07:50:24 ,ICPKNW,4.1,40,1300,272,15,2.6,4
20/05/2022,07:50:28 ,ICPKNW,5.9,24,579,554,17,1.158,11
20/05/2022,07:50:32 ,ICPKNW,6.8,18,1463,770,62,2.926,13
20/05/2022,07:50:36 ,ICPKNW,7.4,30,1087,988,92,2.174,13
20/05/2022,07:50:40 ,ICPKNW,5,35,435,373,27,0.87,16
20/05/2022,07:50:44 ,ICPKNW,7.8,26,231,975,67,0.462,15
20/05/2022,07:50:48 ,ICPKNW,7.7,33,1179,812,77,2.358,13
20/05/2022,07:50:52 ,ICPKNW,6.8,27,1343,514,57,2.686,5
20/05/2022,07:50:56 ,ICPKNW,5,22,294,726,95,0.588,14
20/05/2022,07:51:00 ,ICPKNW,4.3,40,848,420,68,1.696,4
20/05/2022,07:51:04 ,ICPKNW,5.1,39,1012,729,48,2.024,12
20/05/2022,07:51:08 ,ICPKNW,4,22,591,30,68,1.182,16
20/05/2022,07:51:12 ,ICPKNW,5.4,18,137,688,95,0.274,14
20/05/2022,07:51:16 ,ICPKNW,4.2,25,1480,675,86,2.96,12
20/05/2022,07:51:20 ,ICPKNW,6.1,33,799,783,62,1.598,2
20/05/2022,07:51:24 ,ICPKNW,5.3,23,1355,640,55,2.71,12
20/05/2022,07:51:28 ,ICPKNW,4.9,28,1247,943,36,2.494,12
20/05/2022,07:51:32 ,ICPKNW,7.6,30,401,408,27,0.802,17
20/05/2022,07:51:36 ,ICPKNW,6.7,21,993,155,100,1.986,5
20/05/2022,07:51:40 ,ICPKNW,5.3,23,842,772,52,1.684,12
20/05/2022,07:51:44 ,ICPKNW,7.2,19,1084,770,82,2.168,13
20/05/2022,07:51:48 ,ICPKNW,4.7,35,1452,76,85,2.904,4
20/05/2022,07:51:52 ,ICPKNW,7.9,27,297,1002,98,0.594,15
20/05/2022,07:51:56 ,ICPKNW,6,32,226,571,54,0.452,11
20/05/2022,07:52:00 ,ICPKNW,4.1,27,564,1009,67,1.128,14
20/05/2022,07:52:04 ,ICPKNW,5.4,29,816,873,33,1.632,12
20/05/2022,07:52:08 ,ICPKNW,7.7,17,484,783,29,0.968,15
20/05/2022,07:52:12 ,ICPKNW,6.1,17,201,823,94,0.402,11
20/05/2022,07:52:16 ,ICPKNW,5.7,17,629,359,59,1.258,3
20/05/2022,07:52:20 ,ICPKNW,7,31,1062,473,19,2.124,5
20/05/2022,07:52:24 ,ICPKNW,7.7,18,1200,547,24,2.4,5
20/05/2022,07:52:28 ,ICPKNW,7.2,25,622,749,51,1.244,15
20/05/2022,07:52:32 ,ICPKNW,5.9,16,570,972,26,1.14,11
20/05/2022,07:52:36 ,ICPKNW,6.6,21,1273,448,66,2.546,5
20/05/2022,07:52:40 ,ICPKNW,7.7,16,317,203,18,0.634,17
20/05/2022,07:52:44 ,ICPKNW,7.6,31,407,534,99,0.814,17
20/05/2022,07:52:48 ,ICPKNW,7.1,34,855,311,53,1.71,5
20/05/2022,07:52:52 ,ICPKNW,7.3,23,822,744,55,1.644,13
20/05/2022,07:52:56 ,ICPKNW,4.8,19,1421,348,55,2.842,4
20/05/2022,07:53:00 ,ICPKNW,4.1,24,168,698,90,0.336,14
20/05/2022,07:53:04 ,ICPKNW,8,40,966,700,90,1.932,13
20/05/2022,07:53:08 ,ICPKNW,5.8,38,910,513,97,1.82,0
20/05/2022,07:53:12 ,ICPKNW,5.9,31,152,796,64,0.304,11
20/05/2022,07:53:16 ,ICPKNW,4.1,18,723,203,13,1.446,4
20/05/2022,07:53:20 ,ICPKNW,7.4,18,1458,953,58,2.916,13
20/05/2022,07:53:24 ,ICPKNW,7.3,30,827,562,55,1.654,13
20/05/2022,07:53:28 ,ICPKNW,7.7,27,1464,258,99,2.928,5
20/05/2022,07:53:32 ,ICPKNW,8,35,893,918,58,1.786,13
20/05/2022,07:53:36 ,ICPKNW,8,20,637,736,98,1.274,15
20/05/2022,07:53:40 ,ICPKNW,5.7,23,802,555,87,1.604,2
20/05/2022,07:53:44 ,ICPKNW,5.5,23,761,382,62,1.522,0
20/05/2022,07:53:48 ,ICPKNW,6.1,25,1030,116,74,2.06,0
20/05/2022,07:53:52 ,ICPKNW,5.5,36,1034,272,50,2.068,0
20/05/2022,07:53:56 ,ICPKNW,7.3,27,899,59,91,1.798,5
20/05/2022,07:54:00 ,ICPKNW,7.6,24,102,539,35,0.204,17
20/05/2022,07:54:04 ,ICPKNW,7.8,26,662,425,38,1.324,17
20/05/2022,07:54:08 ,ICPKNW,6.1,22,1433,869,77,2.866,2
20/05/2022,07:54:12 ,ICPKNW,6.9,21,1441,247,40,2.882,5
20/05/2022,07:54:16 ,ICPKNW,7.6,29,785,808,22,1.57,13
20/05/2022,07:54:20 ,ICPKNW,4.6,39,1049,853,60,2.098,12
20/05/2022,07:54:24 ,ICPKNW,8,19,653,40,19,1.306,17
20/05/2022,07:54:28 ,ICPKNW,6.1,38,400,645,84,0.8,11
20/05/2022,07:54:32 ,ICPKNW,8,27,464,23,49,0.928,17
20/05/2022,07:54:36 ,ICPKNW,7.5,23,928,791,36,1.856,13
20/05/2022,07:54:40 ,ICPKNW,5.8,40,304,548,33,0.608,3
20/05/2022,07:54:44 ,ICPKNW,5.5,19,321,746,19,0.642,11
20/05/2022,07:54:48 ,ICPKNW,7.7,20,1370,232,93,2.74,5
20/05/2022,07:54:52 ,ICPKNW,5.8,31,1462,549,61,2.924,0
20/05/2022,07:54:56 ,ICPKNW,4.3,31,1192,587,38,2.384,12
20/05/2022,07:55:00 ,ICPKNW,5.3,24,452,634,76,0.904,14
20/05/2022,07:55:04 ,ICPKNW,5.8,24,211,929,25,0.422,11
20/05/2022,07:55:08 ,ICPKNW,7.9,35,1007,201,36,2.014,5
20/05/2022,07:55:12 ,ICPKNW,7.2,37,1328,409,98,2.656,5
20/05/2022,07:55:16 ,ICPKNW,5.8,28,236,42,24,0.472,3
20/05/2022,07:55:20 ,ICPKNW,4.8,22,252,731,43,0.504,14
20/05/2022,07:55:24 ,ICPKNW,5,28,440,358,20,0.88,16
20/05/2022,07:55:28 ,ICPKNW,7.1,30,205,4,87,0.41,17
20/05/2022,07:55:32 ,ICPKNW,6.5,27,365,92,98,0.73,3
20/05/2022,07:55:36 ,ICPKNW,4.3,16,1464,840,65,2.928,12
20/05/2022,07:55:40 ,ICPKNW,4.4,20,1269,166,38,2.538,4
20/05/2022,07:55:44 ,ICPKNW,7.7,34,1073,338,58,2.146,5
20/05/2022,07:55:48 ,ICPKNW,7.7,35,1363,980,48,2.726,13
20/05/2022,07:55:52 ,ICPKNW,7.1,37,616,582,75,1.232,15
20/05/2022,07:55:56 ,ICPKNW,4.1,35,437,1003,57,0.874,14
20/05/2022,07:56:00 ,ICPKNW,4,24,115,491,53,0.23,16
20/05/2022,07:56:04 ,ICPKNW,7.3,39,113,880,73,0.226,15
20/05/2022,07:56:08 ,ICPKNW,4.9,30,844,743,70,1.688,12
20/05/2022,07:56:12 ,ICPKNW,6.6,21,179,723,62,0.358,15
20/05/2022,07:56:16 ,ICPKNW,6.1,18,574,5,45,1.148,3
20/05/2022,07:56:20 ,ICPKNW,7.7,24,1039,666,75,2.078,13
20/05/2022,07:56:24 ,ICPKNW,4.7,17,165,259,53,0.33,16
20/05/2022,07:56:28 ,ICPKNW,7.3,16,1248,105,72,2.496,5
20/05/2022,07:56:32 ,ICPKNW,7.3,22,599,259,32,1.198,17
20/05/2022,07:56:36 ,ICPKNW,4.7,17,1369,445,67,2.738,4
20/05/2022,07:56:40 ,ICPKNW,6.7,23,196,947,66,0.392,15
20/05/2022,07:56:44 ,ICPKNW,5,24,1275,106,42,2.55,4
20/05/2022,07:56:48 ,ICPKNW,7,38,852,867,91,1.704,13
20/05/2022,07:56:52 ,ICPKNW,7.4,39,242,873,97,0.484,15
20/05/2022,07:56:56 ,ICPKNW,5.8,26,454,231,45,0.908,3
20/05/2022,07:57:00 ,ICPKNW,4.1,35,503,317,37,1.006,16
20/05/2022,07:57:04 ,ICPKNW,5.1,19,228,851,44,0.456,14
20/05/2022,07:57:08 ,ICPKNW,7,16,1410,657,78,2.82,13
20/05/2022,07:57:12 ,ICPKNW,7.8,33,457,973,50,0.914,15
20/05/2022,07:57:16 ,ICPKNW,6.7,22,302,830,59,0.604,15
20/05/2022,07:57:20 ,ICPKNW,8,30,935,727,84,1.87,13
20/05/2022,07:57:24 ,ICPKNW,6,23,742,480,68,1.484,0
20/05/2022,07:57:28 ,ICPKNW,7,39,1214,632,53,2.428,13
20/05/2022,07:57:32 ,ICPKNW,6.6,17,708,592,55,1.416,13
20/05/2022,07:57:36 ,ICPKNW,5.3,25,586,594,44,1.172,14
20/05/2022,07:57:40 ,ICPKNW,8,18,1148,24,87,2.296,5
20/05/2022,07:57:44 ,ICPKNW,6.8,22,327,318,11,0.654,17
20/05/2022,07:57:48 ,ICPKNW,4.8,18,117,809,73,0.234,14
20/05/2022,07:57:52 ,ICPKNW,7.7,38,840,851,85,1.68,13
20/05/2022,07:57:56 ,ICPKNW,8,19,1043,856,87,2.086,13
20/05/2022,07:58:00 ,ICPKNW,7.4,36,812,879,45,1.624,13
20/05/2022,07:58:04 ,ICPKNW,6.1,26,1271,552,26,2.542,2
20/05/2022,07:58:08 ,ICPKNW,4.8,20,782,471,40,1.564,4
20/05/2022,07:58:12 ,ICPKNW,7,20,1263,325,75,2.526,5
20/05/2022,07:58:16 ,ICPKNW,4.8,28,728,327,30,1.456,4
20/05/2022,07:58:20 ,ICPKNW,7.2,36,448,610,27,0.896,15
20/05/2022,07:58:24 ,ICPKNW,7.7,35,1158,839,21,2.316,13
20/05/2022,07:58:28 ,ICPKNW,4.4,34,997,67,52,1.994,4
20/05/2022,07:58:32 ,ICPKNW,6.7,31,496,586,31,0.992,15
20/05/2022,07:58:36 ,ICPKNW,6.6,17,544,42,28,1.088,17
20/05/2022,07:58:40 ,ICPKNW,6,36,1488,810,50,2.976,2
20/05/2022,07:58:44 ,ICPKNW,7.4,34,1393,599,29,2.786,13
20/05/2022,07:58:48 ,ICPKNW,7.8,34,984,477,71,1.968,5
20/05/2022,07:58:52 ,ICPKNW,6.8,31,1050,873,46,2.1,13
20/05/2022,07:58:56 ,ICPKNW,5.1,22,1004,750,32,2.008,12
20/05/2022,07:59:00 ,ICPKNW,4,22,102,167,31,0.204,16
20/05/2022,07:59:04 ,ICPKNW,6.6,20,638,364,73,1.276,17
20/05/2022,07:59:08 ,ICPKNW,7.5,18,1027,782,28,2.054,13
20/05/2022,07:59:12 ,ICPKNW,5.4,23,143,216,37,0.286,16
20/05/2022,07:59:16 ,ICPKNW,4.8,31,881,830,66,1.762,12
20/05/2022,07:59:20 ,ICPKNW,7.6,25,1026,70,46,2.052,5
20/05/2022,07:59:24 ,ICPKNW,4.7,29,1040,7,36,2.08,4
20/05/2022,07:59:28 ,ICPKNW,5.4,37,672,540,92,1.344,16
20/05/2022,07:59:32 ,ICPKNW,6.2,26,1460,884,81,2.92,2
20/05/2022,07:59:36 ,ICPKNW,4.4,21,1352,300,97,2.704,4
20/05/2022,07:59:40 ,ICPKNW,4.6,20,1446,910,80,2.892,12
20/05/2022,07:59:44 ,ICPKNW,5.6,29,1329,242,50,2.658,0
20/05/2022,07:59:48 ,ICPKNW,6,19,1326,21,98,2.652,0
20/05/2022,07:59:52 ,ICPKNW,5,19,449,165,85,0.898,16
20/05/2022,07:59:56 ,ICPKNW,6.8,36,1432,488,85,2.864,5
20/05/2022,08:00:00 ,ICPKNW,6.1,27,270,407,39,0.54,3
20/05/2022,08:00:04 ,ICPKNW,7.9,29,102,386,100,0.204,17
20/05/2022,08:00:08 ,ICPKNW,4,39,589,290,95,1.178,16
20/05/2022,08:00:12 ,ICPKNW,6.4,23,366,78,36,0.732,3
20/05/2022,08:00:16 ,ICPKNW,5,24,860,94,23,1.72,4
20/05/2022,08:00:20 ,ICPKNW,6.4,26,315,267,34,0.63,3
20/05/2022,08:00:24 ,ICPKNW,5.7,17,1015,880,99,2.03,2
20/05/2022,08:00:28 ,ICPKNW,6.6,21,1378,596,97,2.756,13
20/05/2022,08:00:32 ,ICPKNW,5.6,27,1351,833,33,2.702,2
20/05/2022,08:00:36 ,ICPKNW,4.1,36,589,496,19,1.178,16
20/05/2022,08:00:40 ,ICPKNW,5.5,19,1386,560,68,2.772,2
20/05/2022,08:00:44 ,ICPKNW,5.7,38,1345,254,58,2.69,0
20/05/2022,08:00:48 ,ICPKNW,7.1,21,512,727,67,1.024,15
20/05/2022,08:00:52 ,ICPKNW,5.9,37,1118,1011,77,2.236,2
20/05/2022,08:00:56 ,ICPKNW,5.3,22,1340,672,59,2.68,12
20/05/2022,08:01:00 ,ICPKNW,6,30,1420,898,17,2.84,2
20/05/2022,08:01:04 ,ICPKNW,6.9,30,732,285,90,1.464,5
20/05/2022,08:01:08 ,ICPKNW,6.5,31,1255,688,57,2.51,2
20/05/2022,08:01:12 ,ICPKNW,6.4,25,1068,927,77,2.136,2
20/05/2022,08:01:16 ,ICPKNW,5.2,33,180,975,91,0.36,14
20/05/2022,08:01:20 ,ICPKNW,5.2,25,1413,64,94,2.826,4
20/05/2022,08:01:24 ,ICPKNW,4.1,22,399,698,71,0.798,14
20/05/2022,08:01:28 ,ICPKNW,7.8,25,867,401,41,1.734,5
20/05/2022,08:01:32 ,ICPKNW,7.9,31,775,800,51,1.55,13
20/05/2022,08:01:36 ,ICPKNW,4.9,28,1027,88,27,2.054,4
20/05/2022,08:01:40 ,ICPKNW,4.1,30,509,259,31,1.018,16
20/05/2022,08:01:44 ,ICPKNW,5.6,22,1388,691,85,2.776,2
20/05/2022,08:01:48 ,ICPKNW,4.6,32,977,284,98,1.954,4
20/05/2022,08:01:52 ,ICPKNW,7.8,22,122,247,32,0.244,17
20/05/2022,08:01:56 ,ICPKNW,5.6,38,428,792,32,0.856,11
20/05/2022,08:02:00 ,ICPKNW,4.6,23,1144,869,42,2.288,12
20/05/2022,08:02:04 ,ICPKNW,6.1,18,1232,626,74,2.464,2
20/05/2022,08:02:08 ,ICPKNW,7,32,1153,653,51,2.306,13
20/05/2022,08:02:12 ,ICPKNW,7.9,29,1102,676,32,2.204,13
20/05/2022,08:02:16 ,ICPKNW,7.2,20,501,282,69,1.002,17
20/05/2022,08:02:20 ,ICPKNW,5.4,20,272,623,62,0.544,14
20/05/2022,08:02:24 ,ICPKNW,4.3,17,544,964,64,1.088,14
20/05/2022,08:02:28 ,ICPKNW,5.9,27,165,172,72,0.33,3
20/05/2022,08:02:32 ,ICPKNW,5.9,33,1211,218,35,2.422,0
20/05/2022,08:02:36 ,ICPKNW,5.1,26,1214,429,56,2.428,4
20/05/2022,08:02:40 ,ICPKNW,6.9,24,469,74,20,0.938,17
20/05/2022,08:02:44 ,ICPKNW,7.7,20,1212,366,56,2.424,5
20/05/2022,08:02:48 ,ICPKNW,7,38,850,930,52,1.7,13
20/05/2022,08:02:52 ,ICPKNW,5.4,20,639,716,76,1.278,14
20/05/2022,08:02:56 ,ICPKNW,7.9,33,563,261,90,1.126,17
20/05/2022,08:03:00 ,ICPKNW,6,25,1170,981,53,2.34,2
20/05/2022,08:03:04 ,ICPKNW,4.5,33,1036,885,42,2.072,12
20/05/2022,08:03:08 ,ICPKNW,5.2,20,265,254,30,0.53,16
20/05/2022,08:03:12 ,ICPKNW,5.5,24,1488,272,87,2.976,0
20/05/2022,08:03:16 ,ICPKNW,4.9,28,807,58,29,1.614,4
20/05/2022,08:03:20 ,ICPKNW,5.1,20,171,909,42,0.342,14
20/05/2022,08:03:24 ,ICPKNW,6.7,16,724,852,11,1.448,13
20/05/2022,08:03:28 ,ICPKNW,4.3,39,879,971,81,1.758,12
20/05/2022,08:03:32 ,ICPKNW,5.8,37,237,135,47,0.474,3
20/05/2022,08:03:36 ,ICPKNW,7.4,21,683,221,87,1.366,17
20/05/2022,08:03:40 ,ICPKNW,6.6,39,1013,707,76,2.026,13
20/05/2022,08:03:44 ,ICPKNW,4.8,31,719,490,10,1.438,4
20/05/2022,08:03:48 ,ICPKNW,4.3,35,215,184,47,0.43,16
20/05/2022,08:03:52 ,ICPKNW,4.3,35,384,500,12,0.768,16
20/05/2022,08:03:56 ,ICPKNW,5.3,18,1429,60,38,2.858,4
20/05/2022,08:04:00 ,ICPKNW,6.8,28,1225,629,28,2.45,13
20/05/2022,08:04:04 ,ICPKNW,5.2,40,1203,355,96,2.406,4
20/05/2022,08:04:08 ,ICPKNW,7.7,40,1459,601,50,2.918,13
20/05/2022,08:04:12 ,ICPKNW,7.4,26,184,902,17,0.368,15
20/05/2022,08:04:16 ,ICPKNW,4,32,906,192,52,1.812,4
20/05/2022,08:04:20 ,ICPKNW,4.4,22,455,789,43,0.91,14
20/05/2022,08:04:24 ,ICPKNW,7.6,22,888,404,55,1.776,5
20/05/2022,08:04:28 ,ICPKNW,5.4,30,1091,804,100,2.182,12
20/05/2022,08:04:32 ,ICPKNW,6.6,26,1325,385,100,2.65,5
20/05/2022,08:04:36 ,ICPKNW,5,34,303,76,91,0.606,16
20/05/2022,08:04:40 ,ICPKNW,6.9,32,217,332,57,0.434,17
20/05/2022,08:04:44 ,ICPKNW,5.9,23,1206,301,63,2.412,0
20/05/2022,08:04:48 ,ICPKNW,5.1,31,1282,908,64,2.564,12
20/05/2022,08:04:52 ,ICPKNW,7.5,17,1179,281,18,2.358,5
20/05/2022,08:04:56 ,ICPKNW,5,30,523,109,69,1.046,16
20/05/2022,08:05:00 ,ICPKNW,7.4,16,478,201,94,0.956,17
20/05/2022,08:05:04 ,ICPKNW,4.2,21,496,44,39,0.992,16
20/05/2022,08:05:08 ,ICPKNW,6.7,25,659,720,56,1.318,15
20/05/2022,08:05:12 ,ICPKNW,6.9,38,580,651,98,1.16,15
20/05/2022,08:05:16 ,ICPKNW,4.6,35,1476,1010,39,2.952,12
20/05/2022,08:05:20 ,ICPKNW,5.4,24,1233,910,12,2.466,12
20/05/2022,08:05:24 ,ICPKNW,6.6,16,855,928,96,1.71,13
20/05/2022,08:05:28 ,ICPKNW,6.8,23,609,918,72,1.218,15
20/05/2022,08:05:32 ,ICPKNW,5,28,946,286,88,1.892,4
20/05/2022,08:05:36 ,ICPKNW,5,21,1354,905,85,2.708,12
20/05/2022,08:05:40 ,ICPKNW,6.1,36,1158,402,64,2.316,0
20/05/2022,08:05:44 ,ICPKNW,5.3,31,744,903,19,1.488,12
20/05/2022,08:05:48 ,ICPKNW,4.6,16,142,158,52,0.284,16
20/05/2022,08:05:52 ,ICPKNW,6.1,21,1282,431,32,2.564,0
20/05/2022,08:05:56 ,ICPKNW,7.7,18,1366,529,38,2.732,5
20/05/2022,08:06:00 ,ICPKNW,7.5,35,434,169,73,0.868,17
20/05/2022,08:06:04 ,ICPKNW,6.6,19,478,460,25,0.956,17
20/05/2022,08:06:08 ,ICPKNW,5.3,29,999,436,52,1.998,4
20/05/2022,08:06:12 ,ICPKNW,4.3,39,590,781,16,1.18,14
20/05/2022,08:06:16 ,ICPKNW,6.5,19,523,281,67,1.046,3
20/05/2022,08:06:20 ,ICPKNW,5.2,39,1164,139,69,2.328,4
20/05/2022,08:06:24 ,ICPKNW,5.8,26,1088,551,32,2.176,2
20/05/2022,08:06:28 ,ICPKNW,4.2,24,1335,181,62,2.67,4
20/05/2022,08:06:32 ,ICPKNW,7.65,27,1441,785,89,2.882,13
20/05/2022,08:06:36 ,ICPKNW,12.7,39,1366,61,89,2.732,5
20/05/2022,08:06:40 ,ICPKNW,9.86,37,449,357,84,0.898,17
20/05/2022,08:06:44 ,ICPKNW,10.32,29,879,231,28,1.758,5
20/05/2022,08:06:48 ,ICPKNW,3.92,40,1487,641,50,2.974,12
20/05/2022,08:06:52 ,ICPKNW,11,23,1420,728,90,2.84,13
20/05/2022,08:06:56 ,ICPKNW,4.26,22,156,943,99,0.312,14
20/05/2022,08:07:00 ,ICPKNW,2.66,22,1201,987,98,2.402,12
20/05/2022,08:07:04 ,ICPKNW,9.81,21,865,887,2,1.73,13
20/05/2022,08:07:08 ,ICPKNW,3.14,34,1021,476,74,2.042,4
20/05/2022,08:07:12 ,ICPKNW,2.72,32,823,772,7,1.646,12
20/05/2022,08:07:16 ,ICPKNW,4.58,21,224,836,93,0.448,14
20/05/2022,08:07:20 ,ICPKNW,8.9,26,690,943,88,1.38,15
20/05/2022,08:07:24 ,ICPKNW,1.05,36,1207,12,17,2.414,4
20/05/2022,08:07:28 ,ICPKNW,8.03,30,132,369,49,0.264,17
20/05/2022,08:07:32 ,ICPKNW,3.94,20,974,749,36,1.948,12
20/05/2022,08:07:36 ,ICPKNW,9.6,23,935,598,18,1.87,13
20/05/2022,08:07:40 ,ICPKNW,2.83,25,106,770,94,0.212,14
20/05/2022,08:07:44 ,ICPKNW,2.92,22,561,821,64,1.122,14
20/05/2022,08:07:48 ,ICPKNW,6.18,22,447,735,39,0.894,11
20/05/2022,08:07:52 ,ICPKNW,7.43,39,1114,713,47,2.228,13
20/05/2022,08:07:56 ,ICPKNW,8.13,27,1482,793,72,2.964,13
20/05/2022,08:08:00 ,ICPKNW,2.83,38,450,163,61,0.9,16
20/05/2022,08:08:04 ,ICPKNW,12.09,39,387,324,86,0.774,17
20/05/2022,08:08:08 ,ICPKNW,7,30,1255,770,72,2.51,13
20/05/2022,08:08:12 ,ICPKNW,6.02,39,1114,176,20,2.228,0
20/05/2022,08:08:16 ,ICPKNW,9.23,29,332,870,15,0.664,15
20/05/2022,08:08:20 ,ICPKNW,8.02,24,997,510,69,1.994,5
20/05/2022,08:08:24 ,ICPKNW,2.29,40,101,399,73,0.202,16
20/05/2022,08:08:28 ,ICPKNW,10.31,23,685,989,79,1.37,15
20/05/2022,08:08:32 ,ICPKNW,8.77,31,104,186,98,0.208,17
20/05/2022,08:08:36 ,ICPKNW,11,28,125,214,18,0.25,17
20/05/2022,08:08:40 ,ICPKNW,6.57,33,534,283,9,1.068,17
20/05/2022,08:08:44 ,ICPKNW,3.29,31,1360,105,4,2.72,4
20/05/2022,08:08:48 ,ICPKNW,6.07,38,546,104,50,1.092,3
20/05/2022,08:08:52 ,ICPKNW,10.28,39,608,152,75,1.216,17
20/05/2022,08:08:56 ,ICPKNW,6.15,37,113,824,26,0.226,11
20/05/2022,08:09:00 ,ICPKNW,3.14,20,1309,793,4,2.618,12
20/05/2022,08:09:04 ,ICPKNW,3.58,40,785,648,10,1.57,12
20/05/2022,08:09:08 ,ICPKNW,10.17,23,866,907,21,1.732,13
20/05/2022,08:09:12 ,ICPKNW,4.42,25,496,364,74,0.992,16
20/05/2022,08:09:16 ,ICPKNW,6.8,30,1105,809,49,2.21,13
20/05/2022,08:09:20 ,ICPKNW,10.66,33,1013,885,27,2.026,13
